Vocabulary;Lesson;Pronunciation;EnglishDef;PersianDef;Examples
Maintain;42;[main·tain || meɪn'teɪn];"keep; keep on; carry on; uphold; support; declare to be true";نگه داشتن ، ادامه دادن ، ترویج کردن ، پشتیبانی کردن ، حقیقی اعلام کردن;"a. Angelo maintained his hold on the jagged rock though his fingers were becoming numb.

b. The judge maintained his opinion that the verdict was fair.

c. The pauper was unable to maintain his family without the help of charity."
Snub;42;[snʌb];"treat coldly, scornfully, or with contempt; cold treatment";سرد ، تمسخر آمیز یا با تمسخر رفتار کردن ، رفتار سرد;"a. Darryllater apologized to Sally for snubbing her at the dance.

b. Sandra was tormented by the thought that she might be snubbed by her classmates.

c. I considered it a rude snub when I was not invited to the party."
Endure;42;[en·dure || ɪn'djʊə];"last; keep on; undergo; bear; stand";دوام آوردن ، ادامه داشتن ، تحمل کردن ، ایستادگی کردن;"a. How can you endure such disrespect?

b. The valiant officer endured much pain.

c. Dr. Hardy was confident he could endure the hardships of space travel."
Wrath;42;[ræθ /rɒθ];"very great anger; rage";خشم بسیار زیاد ، غضب;"a. Anticipating Father's wrath, we tried to give him the news slowly.

b. There is no rage like the wrath of an angry bear.

c. After Ernie's wrath subsided, we were able to tell him what had happened."
Expose;42;[ex·pose || ɪk'spəʊz];"lay open; uncover; leave unprotected; show openly";باز گذاشتن ، نپوشاندن ، بی حفاظ گذاشتن ، علناً نشان دادن;"a. Soldiers in an open field are exposed to the enemy's gunfire.

b. Foolish actions expose a person to the sneers of others.

c. The article exposed the vital document as a forgery."
Legend;42;[leg·end || 'ledʒənd];"story coming from the past, which many people have believed; what is written on a coin or below a picture";داستانی که از گذشته نشات می گیرد و افراد زیادی آن را باور کرده اند ، آنچه که روی یک سکه یا پایین یک تصویر نوشته می شود;"a. Stories about King Arthur and his knights are popular legends.

b. Legend has exaggerated the size of Paul Bunyan.

c. The legend on the rare coin was scarcely legible."
Ponder;42;[pon·der || 'pɑndə(r) /'pɒ-];consider carefully;به دقت تامل کردن;"a. Not wishing to act hastily, the governor pondered the problem for days.

b. After pondering the question, the board decided to grant the parole.

c. The villagers, faced with a famine, pondered their next move."
Resign;42;[re·sign || rɪ'zaɪn];"give up; yield; submit";دست برداشتن از ، تسلیم شدن ، تسلیم کردن;"a. Vito resigned his position as editor of the school paper.

b. Upon hearing the news of the defeat, the football coach promptly resigned.

c. Upon examining the injury, the chiropractor told Jim he had better resign himself to a week in bed."
Drastic;42;[dras·tic || 'dræstɪk];acting with force or violence;با قدرت یا خشونت عمل کردن;"a. The police took drastic measures to end the crime wave.

b. The most drastic changes in centuries have taken place during our life-time.

c. In the interests of justice, drastic action must be taken."
Wharf;42;[hwɔrf /wɔːf];platform built on the shore or out from the shore beside which ships can load or unload;سکویی که روی ساحل یا بیرون از ساحل ساخته می شود که در کنار آن کشتی ها می توانند بارگیری کرده یا بار تخلیه کنند;"a. We watched the exhausted laborers unloading the cargo on the wharf.

b. The lawyer insisted that his client was never seen near the wharf where the crime had taken place.

c. Waiting at the wharf for the supply ships to unload was a starving multitude of people."
Amend;42;[a·mend || ə'mend];"change for the better; correct; change";اصلاح کردن ، تغییر دادن;"a. It is time you amended your ways.

b. Each time they amended the plan, they made it worse.

c. Rather than amend the club's constitution again, let us discard it and start afresh."
Ballot;42;[bal·lot || 'bælət];"piece of paper used in voting; the whole number of votes cast; the method of secret voting; to vote or decide by using ballots""";قطعه ای کاغذ که در رای گیری استفاده می شود ، تعداد کل آراء شمرده ، شیوه ی رای گیری مخفیانه ، با استفاده از رای تصمیم گرفتن;"a. Clyde, confident of victory, dropped his ballot into the box.

b. After we counted the ballots a second time, Leo's victory was confirmed.

c. To avoid embarrassing the candidates, we ballot instead of showing hands."
Awkward;26;[awk·ward || 'ɔːkwəd];"clumsy; not well-suited to use; not easily managed; embarrassing";دست و پا چلفتی ، ثقیل ، نامناسب ، شرم آور;"a. Sally is very awkward in speaking to the class but quite relaxed with her own group of friends.

b. The handle of this bulky suitcase has an awkward shape.

c. Slow down because this is an awkward corner to turn."
Venture;26;[ven·ture || 'ventʃə(r)];"a daring undertaking; an attempt to make money by making business risks; to dare; to expose to risk";جرات کردن ، در معرض خطر قرار دادن;"a. Ulysses was a man who would not reject any venture, no matter how dangerous.

b. John Jacob Astor made his fortune by a lucky venture in animal furs.

c. Medics venture their lives to save wounded soldiers."
Awesome;26;[awe·some || 'ɔːsəm];causing or showing great fear, wonder, or respect;سهمگین ، پرهیبت ، باشکوه;"a. The towering mountains, covered with snow, are an awesome sight.

b. Connie had such an awesome amount of work to complete before graduation she doubted she would have everything ready in 

time.

c. The atom bomb is an awesome achievement for mankind."
Guide;26;[gaɪd];"a person who shows the way; to direct; to manage";کسی که راه را نشان می دهد ، هدایت کردن ، اداره کردن;"a. Tourists often hire guides.

b. The Indian guided the hunters through the forest.

c. Use the suggestions in the handbook as a study guide."
Quench;26;[kwentʃ];"put an end to; drawn or put out";خاتمه دادن ، خفه کردن ، خاموش کردن;"a. Foam will quench an oil fire.

b. Only Pepsi Cola will quench my thirst on such a hot lesson.

c. He reads and reads and reads to quench his thirst for knowledge."
Betray;26;[be·tray || bɪ'treɪ];"give away to the enemy; be unfaithful; mislead; show";لو دادن ، بی وفا بودن  ،گمراه کردن ، نشان دادن;"a. Nick's awkward motions betrayed his nervousness.

b. Without realizing what he was doing, the talkative soldier betrayed his unit's plans.

c. The child's eyes betrayed his fear of the fierce dog."
Utter;26;[ut·ter || 'ʌtə(r)];"speak; make known; express";گفتن ، آشکار کردن ، بیان کردن;"a. When Violet accidentally stepped on the nail, she uttered a sharp cry of pain.

b. Seth was surprised when he was told that he had uttered Joan's name in his sleep.

c. When Mr. Fuller saw that his house had not been damaged in the fire, he uttered a sigh of relief."
Pacify;26;['pac·i·fy || 'pæsɪfaɪ];"make calm; quiet down; bring peace to";آرام کردن ، ساکت کردن;"a. This toy should pacify that screaming baby.

b. We tried to pacify the woman who was angry at having to wait so long in line.

c. Soldiers were sent to pacify the countryside."
Respond;26;[re·spond || rɪ'spɑnd /-'spɒnd];"answer; react";پاسخ دادن ، واکنش نشان دادن;"a. Greg responded quickly to the question.

b. My dog responds to every command I give him.

c. Mrs. Cole responded to the medicine so well that she was better in two days."
Dispute;31;[dis·pute || dɪ'spjuːt];"disagree; oppose; try to win; a debate or disagreement";موافقت نکردن ، مخالفت کردن ، برای بدست آوردن تلاش کردن ، بحث یا مخالفت;"a. Our patriotic soldiers disputed every inch of ground during the battle.

b. The losing team disputed the contest up until the final minute of play.

c. Many occupants of the building were attracted by the noisy dispute."
Provide;32;[pro·vide || prə'vaɪd];"to supply; to state as a condition; to prepare for or against some situation";تامین کردن ، به عنوان شرط بیان کردن ، در برابر وضعیتی یا برای وضعیتی آماده شدن;"a. How can we provide job opportunities for all our graduates?

b. Hal said he would bring the ball provided he would be allowed to pitch.

c. The government is obligated, among other things, to provide for the common welfare and secure the blessings of peace 

for all citizens."
